OfficeName,Pincode,District,StateName,Lat_GMAP,Long_GMAP
Kothal Khurd BO,123028,MAHENDRAGARH,HARYANA,28.2033527,76.1740266
Sehma BO,123028,MAHENDRAGARH,HARYANA,28.2152749,76.1088001
Jarwa BO,123024,MAHENDRAGARH,HARYANA,28.4015952,75.9593872
Shyampura BO,123024,MAHENDRAGARH,HARYANA,28.427,75.9416616
Ganiar BO,123021,MAHENDRAGARH,HARYANA,28.1138119,76.3284369
Gujarwas BO,123021,MAHENDRAGARH,HARYANA,28.1225772,76.2392217
Kanti BO,123021,MAHENDRAGARH,HARYANA,28.0505982,76.3072804999999
Kanti Kheri BO,123021,MAHENDRAGARH,HARYANA,28.0505982,76.3072804999999
Nimbi BO,123029,MAHENDRAGARH,HARYANA,28.2479733,76.1010498
Akbarpur BO,123023,MAHENDRAGARH,HARYANA,27.9350347,76.1326965
Bhungerka BO,123023,MAHENDRAGARH,HARYANA,27.8893483,76.0623979
Bairawas BO,123028,MAHENDRAGARH,HARYANA,28.1838451,76.0957511
Daroli Ahir BO,123028,MAHENDRAGARH,HARYANA,28.1717201,76.1450409
Nihalawas BO,123028,MAHENDRAGARH,HARYANA,28.1760998,76.1109748
Sureti Kalan BO,123024,MAHENDRAGARH,HARYANA,28.3170545,76.0130784
Bawwa BO,123303,REWARI,HARYANA,28.3907375,76.3116235
Jharoda BO,123303,REWARI,HARYANA,28.3670499,76.4027936999999
Kohrar BO,123303,REWARI,HARYANA,28.4120444,76.3521514
Lookhi BO,123303,REWARI,HARYANA,28.3838801,76.3709636999999
Kannaura BO,123035,REWARI,HARYANA,28.3711702,76.6297189
Majra Gurdas BO,123401,REWARI,HARYANA,28.1615844,76.6796627
Khandora BO,123401,REWARI,HARYANA,28.0467908,76.4693224999999
Majra Sheoraj BO,123401,REWARI,HARYANA,28.1969687,76.6737565999999
Chita Dungra BO,123102,REWARI,HARYANA,28.1538195,76.4490782
Gothra BO,123102,REWARI,HARYANA,28.1878397,76.4498009
Kolana BO,123102,REWARI,HARYANA,28.2010222,76.3529379
Nehrugarh BO,123303,REWARI,HARYANA,28.3793873,76.4114733
Saharanwas BO,123401,REWARI,HARYANA,28.2031682,76.5625501
Bithwana BO,123401,REWARI,HARYANA,28.1597635,76.6094997
Boria Kamalpur BO,123401,REWARI,HARYANA,28.2606191,76.5566439999999
Mastapur BO,123401,REWARI,HARYANA,28.2911613,76.6078659
Sangwari BO,123401,REWARI,HARYANA,28.1640239,76.6828914
Bharawas BO,123401,REWARI,HARYANA,28.1484327,76.5676071
Karnawas BO,123401,REWARI,HARYANA,28.1281203,76.6015556
Mohdinpur BO,123401,REWARI,HARYANA,28.2981861,76.5871138
Jeora BO,125121,HISAR,HARYANA,29.3694841,75.891851
Kharak Punia BO,125121,HISAR,HARYANA,29.3488355,76.0014712
Gorakhpur BO,125047,FATEHABAD,HARYANA,29.4438165,75.6702646999999
Rasidan B.O,126116,JIND,HARYANA,29.7256435,76.0319379
Sudkain Khurd B.O,126116,JIND,HARYANA,29.5796552,76.2348763
Ujhana B.O,126116,JIND,HARYANA,29.7153446,76.1348944
Baupur B.O,136034,KAITHAL,HARYANA,30.0957914,76.3810922
Bhagal B.O,136034,KAITHAL,HARYANA,30.0691815,76.4244916
Bhuna B.O,136034,KAITHAL,HARYANA,30.0632002,76.3405733
Harigarh Kingan B.O,136034,KAITHAL,HARYANA,30.0403438,76.3926668
Kharaudi B.O,136034,KAITHAL,HARYANA,30.0103696,76.3232041999999
Mehmoodpur B.O,136034,KAITHAL,HARYANA,30.0632002,76.3405733
Mengran B.O,136034,KAITHAL,HARYANA,30.0861811,76.4244916
Rasina B.O,136042,KAITHAL,HARYANA,29.7562209,76.6773655
Teontha B.O,136042,KAITHAL,HARYANA,29.7727489,76.6167212
Geong B.O,136027,KAITHAL,HARYANA,29.8130712,76.4707684
Guhna B.O,136027,KAITHAL,HARYANA,29.766999,76.2609463
Keorak B.O,136027,KAITHAL,HARYANA,29.8698405,76.4707684
Kheri Simbal Wali B.O,136027,KAITHAL,HARYANA,29.6011795999999,76.4273844
Lander Keema B.O,136027,KAITHAL,HARYANA,29.8796197,76.2565638
Majra Nand Karan B.O,136027,KAITHAL,HARYANA,29.6526489,76.4852265
Nauch B.O,136027,KAITHAL,HARYANA,29.8042758,76.4039016
Padla B.O,136027,KAITHAL,HARYANA,29.8037995,76.2870113
Patti Afgan B.O,136027,KAITHAL,HARYANA,29.8043752,76.4037574
Singhwal B.O,126116,JIND,HARYANA,29.6025928,76.2298303
Sinsar B.O,126116,JIND,HARYANA,29.601871,76.2030061
Sulhera B.O,126116,JIND,HARYANA,29.6701365,75.9671881
Ludana B.O,126113,JIND,HARYANA,29.2410185,76.5098017
Morkhi B.O,126113,JIND,HARYANA,29.2778798,76.5358172999999
Siwaha B.O,126113,JIND,HARYANA,29.33256,76.4577547
Karsindu B.O,126112,JIND,HARYANA,29.3990303,76.7257158
Ram Saran Majra B.O,136156,KURUKSHETRA,HARYANA,30.0782367,77.0006124
Batheri B.O,136030,KURUKSHETRA,HARYANA,29.9391594,76.5921664999999
Rohti B.O,136129,KURUKSHETRA,HARYANA,30.1167566,76.712728
Ajrana Kalan B.O,136130,KURUKSHETRA,HARYANA,30.0973404,76.7863078
Sanghor B.O,136156,KURUKSHETRA,HARYANA,30.0843255,76.9873477
Badsui B.O,136034,KAITHAL,HARYANA,30.0732001,76.3615579
Gaggarpur B.O,136034,KAITHAL,HARYANA,30.1312498,76.4085802
Peedal B.O,136034,KAITHAL,HARYANA,30.0038259,76.3485333
Chandlana B.O,136020,KAITHAL,HARYANA,29.8633168,76.6362293
Jajjanpur B.O,136020,KAITHAL,HARYANA,29.8753689,76.606611
Naina Dhos B.O,136042,KAITHAL,HARYANA,29.8024633,76.5603828
Duserpur B.O,136035,KAITHAL,HARYANA,30.0302299,76.2631186
Chandana B.O,136027,KAITHAL,HARYANA,29.7500563,76.3801653
Dewal B.O,136027,KAITHAL,HARYANA,29.8042758,76.4039016
Harsola B.O,136027,KAITHAL,HARYANA,29.7305557,76.4418472999999
Khurana B.O,136027,KAITHAL,HARYANA,29.8613401,76.4027936999999
Ladana Baba B.O,136027,KAITHAL,HARYANA,29.836582,76.2884591999999
Narar B.O,136027,KAITHAL,HARYANA,29.7762284,76.4577547
Rajgarh Gurthali B.O,126116,JIND,HARYANA,29.6300157,76.1870680999999
Budha Khera B.O,126113,JIND,HARYANA,29.3638516,76.5546031
Arnauli B.O,136034,KAITHAL,HARYANA,30.1694023,76.4111042999999
Balbera B.O,136034,KAITHAL,HARYANA,30.1780734,76.4230451999999
Bhuslan B.O,136034,KAITHAL,HARYANA,30.0632002,76.3405733
Daba B.O,136034,KAITHAL,HARYANA,30.0995761,76.2794095
Jadola B.O,136020,KAITHAL,HARYANA,29.8998063,76.5820543999999
Pabnawa B.O,136020,KAITHAL,HARYANA,29.8895181,76.6614853
Mundri B.O,136042,KAITHAL,HARYANA,29.7621028,76.5546031
Saunch B.O,136042,KAITHAL,HARYANA,29.7294637,76.6658164999999
Baraut B.O,136027,KAITHAL,HARYANA,29.8042758,76.4039016
Budha Khera B.O,136027,KAITHAL,HARYANA,29.8288153,76.2551534
Gulyana Songri B.O,136027,KAITHAL,HARYANA,29.8129127,76.3908582999999
Kichhana B.O,136027,KAITHAL,HARYANA,29.6183034,76.4323057
Kultaran B.O,136027,KAITHAL,HARYANA,29.8264548,76.4190196
Manas B.O,136027,KAITHAL,HARYANA,29.8048064,76.4040874
Peoda B.O,136027,KAITHAL,HARYANA,29.742639,76.4217991
Malikpur B.O,126112,JIND,HARYANA,29.4102094,76.6181655
Mowana B.O,126112,JIND,HARYANA,29.4330942,76.5703211
Paju Kalan B.O,126112,JIND,HARYANA,29.4384845,76.6441591
Baroli B.O,126114,JIND,HARYANA,29.2672018,76.3557692999999
Bishanpura B.O,126114,JIND,HARYANA,29.2686248,76.3282704
Gogrian B.O,126115,JIND,HARYANA,29.4581763,76.2015572
Kakrod B.O,126115,JIND,HARYANA,29.4560342,76.087051
Karsindhu B.O,126115,JIND,HARYANA,29.5029605,76.2218394
Mangalpur B.O,126152,JIND,HARYANA,29.5113402,76.0725497
Sachha Khera B.O,126152,JIND,HARYANA,29.5543291,76.0493444
Dhanger BO,125048,FATEHABAD,HARYANA,29.4681726,75.5174792999999
Mahmadpur Rohi BO,125048,FATEHABAD,HARYANA,29.4588103,75.5616813
Bhoda BO,125047,FATEHABAD,HARYANA,29.3521961999999,75.5989503999999
Chinder BO,125048,FATEHABAD,HARYANA,29.3795966,75.5444102
Khara Kheri BO,125048,FATEHABAD,HARYANA,29.3815414,75.5749743
Sainthali B.O,126152,JIND,HARYANA,29.4977843,75.9920397
Bir Kalwa B.O,136156,KURUKSHETRA,HARYANA,30.1077441,76.9709915
Kakral Gujran B.O,136030,KURUKSHETRA,HARYANA,30.0205886,76.4476320999999
Ramgarh Ror B.O,136030,KURUKSHETRA,HARYANA,29.9944671,76.4614795999999
Seonsar B.O,136030,KURUKSHETRA,HARYANA,29.9931872,76.4805277999999
Chammu Kalan B.O,136129,KURUKSHETRA,HARYANA,30.1365703,76.6621806
Jalbehra B.O,136129,KURUKSHETRA,HARYANA,30.0789272,76.6687038
Thana B.O,136030,KURUKSHETRA,HARYANA,29.919212,76.4953463
Naisi B.O,136129,KURUKSHETRA,HARYANA,30.0781568,76.6405492
Thaska Miranji B.O,136129,KURUKSHETRA,HARYANA,30.1077453,76.6939654999999
Bhusthala B.O,136130,KURUKSHETRA,HARYANA,30.0769633,76.7239039999999
Tangore B.O,136130,KURUKSHETRA,HARYANA,30.137469,76.7697201
Jandola B.O,136156,KURUKSHETRA,HARYANA,30.0843255,76.9873477
Lakhmari B.O,136156,KURUKSHETRA,HARYANA,30.134456,77.0204624
Bahari B.O,132039,KARNAL,HARYANA,29.5032237999999,76.5047424999999
Bandarala B.O,132039,KARNAL,HARYANA,29.4892906,76.576998
Biana B.O,132054,KARNAL,HARYANA,29.8399933,77.1154368
Nangal B.O,132054,KARNAL,HARYANA,29.8856172,77.1600201
Gagsina B.O,132114,KARNAL,HARYANA,29.5550272,76.8821849
Gudha B.O,132114,KARNAL,HARYANA,29.4990199,76.9516781
Kalron B.O,132114,KARNAL,HARYANA,29.5697768,77.0161435999999
HARI SINGH PUNDRI,132114,KARNAL,HARYANA,29.4911425,77.02766
Khora Kheri B.O,132114,KARNAL,HARYANA,29.5296359,76.9059625
Arainpura B.O,132114,KARNAL,HARYANA,29.5477627999999,77.0143361
Sheikhpura Manchuri B.O,132036,KARNAL,HARYANA,29.6138994,76.7740475
Bajida Jattan B.O,132037,KARNAL,HARYANA,29.6358831,76.9578248
Barauta B.O,132037,KARNAL,HARYANA,29.6228406,76.9340572999999
Beejna B.O,132037,KARNAL,HARYANA,29.5984014,76.9276146
Aibla B.O,132157,KARNAL,HARYANA,29.8771129999999,76.8396621
Achhanpur B.O,132024,KARNAL,HARYANA,29.6653504,76.6853048999999
Agongh B.O,132024,KARNAL,HARYANA,29.7429761,76.7567368
Amupur B.O,132024,KARNAL,HARYANA,29.7599758,76.7258741999999
Bastali B.O,132024,KARNAL,HARYANA,29.7372557,76.7213867
Sirsi B.O,132024,KARNAL,HARYANA,29.6816218,76.8886701999999
Manjura B.O,132024,KARNAL,HARYANA,29.6896475,76.8411038
Bara Gaon B.O,132023,KARNAL,HARYANA,29.7657318,77.0691128
Nagpur BO,125051,FATEHABAD,HARYANA,29.6559702,75.4213621999999
Nangal BO,125051,FATEHABAD,HARYANA,29.7309182,75.5218467999999
Nathwan BO,125051,FATEHABAD,HARYANA,29.667916,75.6375384
Palsar BO,125051,FATEHABAD,HARYANA,29.5972478,75.5880713
Phullan BO,125051,FATEHABAD,HARYANA,29.6268223,75.5094719
Pilchhian BO,125051,FATEHABAD,HARYANA,29.7545019,75.428646
Sheikhpur Sotter BO,125051,FATEHABAD,HARYANA,29.6290214,75.6448115
Nangla BO,125120,FATEHABAD,HARYANA,29.6134739,75.8893023
Kharar Alipur BO,125044,HISAR,HARYANA,29.1309271,75.8795378
Qutabpur BO,125044,HISAR,HARYANA,29.0670836,75.841775
Raipur BO,125044,HISAR,HARYANA,29.150015,75.8119935
Litani BO,125113,HISAR,HARYANA,29.4793272,75.9855098
Parbhuwala BO,125113,HISAR,HARYANA,29.4876554,75.9042233
Chander Kalan BO,125120,FATEHABAD,HARYANA,29.6493499,75.8178049999999
Fatehpuri BO,125120,FATEHABAD,HARYANA,29.646199,75.8410487
Jamalpur Sheikhan BO,125120,FATEHABAD,HARYANA,29.6986752,75.8345118
Pirthala BO,125120,FATEHABAD,HARYANA,29.5987447,75.8548479
Samain BO,125120,FATEHABAD,HARYANA,29.6212377,75.9317241
Saniana BO,125113,FATEHABAD,HARYANA,29.5290465999999,75.8272482
Ahmedpur BO,125055,SIRSA,HARYANA,29.5472508,75.0062977
Chamal BO,125055,SIRSA,HARYANA,29.536627,75.0310636
Jodhkan BO,125055,SIRSA,HARYANA,29.4965074,75.221785
Madho Singhana BO,125055,SIRSA,HARYANA,29.4264658,74.926942
Randhawa BO,125055,SIRSA,HARYANA,29.4208842,75.0713355
Kusumbhi BO,125055,SIRSA,HARYANA,29.536627,75.0310636
Lehangewala BO,125078,SIRSA,HARYANA,29.536627,75.0310636
Nagoki BO,125078,SIRSA,HARYANA,29.6548746,75.1173213
Jatusa RS BO,123401,REWARI,HARYANA,28.3322737,76.5392541
Garhi Bolni BO,123401,REWARI,HARYANA,28.1777823,76.621268
B B Ashram BO,123401,REWARI,HARYANA,28.1879389,76.5993301
Gheer B.O,132023,KARNAL,HARYANA,29.7814762999999,77.1060866
Phaphrana B.O,132046,KARNAL,HARYANA,29.5248636,76.6816961999999
Sambhi B.O,132116,KARNAL,HARYANA,29.8208356,76.8310116
Saunkra B.O,132116,KARNAL,HARYANA,29.7615507,76.9412601
Dehra B.O,132122,PANIPAT,HARYANA,29.207605,77.0697347999999
Pardhana B.O,132107,PANIPAT,HARYANA,29.2899029,76.7956825
Puther B.O,132107,PANIPAT,HARYANA,29.2976701,76.745195
Shahpur B.O,132107,PANIPAT,HARYANA,29.2454988,76.8151508
Nara B.O,132113,PANIPAT,HARYANA,29.393186,76.7596221
Waisor B.O,132113,PANIPAT,HARYANA,29.3833772,76.8039662
Chhajpur Kalan B.O,132104,PANIPAT,HARYANA,29.3723819,77.0521289
Goela Kalan B.O,132104,PANIPAT,HARYANA,29.3191075,77.1235396
Ugra Kheri B.O,132104,PANIPAT,HARYANA,29.3709831,77.0089452
Chandoli B.O,132104,PANIPAT,HARYANA,29.3319733,77.0909808999999
Nanhera B.O,132104,PANIPAT,HARYANA,29.3552623,77.1175945
Babail B.O,132104,PANIPAT,HARYANA,29.39905,77.0000201
Barana B.O,132104,PANIPAT,HARYANA,29.4534307,77.0187931
Noorwala B.O,132104,PANIPAT,HARYANA,29.4268745,76.997427
Panipat Kathery (U) B.O,132104,PANIPAT,HARYANA,29.3319733,77.0909808999999
Rair Kalan B.O,132140,PANIPAT,HARYANA,29.4879619,76.8310116
Babarpur B.O,132140,PANIPAT,HARYANA,29.4633439,76.9558564
Kabri B.O,132140,PANIPAT,HARYANA,29.4284866,76.9375647999999
Ganjbarh B.O,132140,PANIPAT,HARYANA,29.4776068,76.9628658
Assan Kalan B.O,132105,PANIPAT,HARYANA,29.4085200999999,76.8771405999999
Kalkha B.O,132105,PANIPAT,HARYANA,29.3334447,76.8461495999999
Lohari B.O,132105,PANIPAT,HARYANA,29.3598107,76.8389413
Sutana B.O,132105,PANIPAT,HARYANA,29.3695395,76.8793025
Gandhi Samarak Nidhi B.O,132102,PANIPAT,HARYANA,29.2131286,77.0201589
Mahoti B.O,132102,PANIPAT,HARYANA,29.1933831,77.0656304
Beholi B.O,132101,PANIPAT,HARYANA,29.2867249,77.044213
Chulkana B.O,132101,PANIPAT,HARYANA,29.2060655,76.9859077
Manana B.O,132101,PANIPAT,HARYANA,29.2678599,76.9902276
Naraina B.O,132101,PANIPAT,HARYANA,29.2695872,76.9499027999999
Bilona B.O,132039,KARNAL,HARYANA,29.6940171,76.9979697
Jai Singh Pura B.O,132039,KARNAL,HARYANA,29.5382228,76.631163
Kheri Sarf Ali B.O,132039,KARNAL,HARYANA,29.5518218,76.5415977999999
Popran B.O,132039,KARNAL,HARYANA,29.4785336,76.4934897
Thal B.O,132039,KARNAL,HARYANA,29.5234586,76.5285913
Munak B.O,132040,KARNAL,HARYANA,29.5202406,76.8475912
Kalri Jagir B.O,132054,KARNAL,HARYANA,29.9514192,77.1499544
Bastara B.O,132114,KARNAL,HARYANA,29.5549596,76.9700199
Jamalpur B.O,132114,KARNAL,HARYANA,29.5279012,77.0247809999999
Kaimla B.O,132114,KARNAL,HARYANA,29.5085284,77.0017465
Raipur Jattan B.O,132114,KARNAL,HARYANA,29.5485788,76.9102851999999
Garhi Jattan B.O,132041,KARNAL,HARYANA,29.9207609,77.0341376
Johar Majra B.O,132041,KARNAL,HARYANA,29.8341607,77.070837
Muradhgarh B.O,132041,KARNAL,HARYANA,29.8662899,77.0794705
Nagla Roran B.O,132041,KARNAL,HARYANA,29.8125465,77.0776051
Sanghowa B.O,132041,KARNAL,HARYANA,29.8662899,77.0794705
Kheri Naroo B.O,132036,KARNAL,HARYANA,29.615757,76.8490328
Peont B.O,132036,KARNAL,HARYANA,29.615757,76.8490328
Canal Colony B.O,132001,KARNAL,HARYANA,29.6687358,77.0103800999999
Jundla Gate B.O,132001,KARNAL,HARYANA,29.6509413,76.8735374
Khirajpur B.O,132022,KARNAL,HARYANA,29.7114066,77.1096829
Kutail B.O,132037,KARNAL,HARYANA,29.5992385,77.0149885
Dhakwala Gujran B.O,132037,KARNAL,HARYANA,29.6495119,77.1019977
S.P. Sohana B.O,132037,KARNAL,HARYANA,29.6621764,77.0434934
RASULPUR KHURD B.O,132037,KARNAL,HARYANA,29.6732775,77.0406146999999
Karsa Dod B.O,132157,KARNAL,HARYANA,29.8439085,76.7083984
Raison B.O,132157,KARNAL,HARYANA,29.8699582,76.7062335999999
Bairsal B.O,132117,KARNAL,HARYANA,29.9055239,76.9455815
Samana Bahu B.O,132117,KARNAL,HARYANA,29.9023271,76.9134416999999
Sidhpur B.O,132117,KARNAL,HARYANA,29.8979883,76.9412601
Thari B.O,132046,KARNAL,HARYANA,29.5715723,76.6932437999999
Bhaini Khrud B.O,132116,KARNAL,HARYANA,29.7443593,76.954224
Padhana B.O,132116,KARNAL,HARYANA,29.8163748,76.9563845
Kachwa B.O,132116,KARNAL,HARYANA,29.7321809,76.8944006
Sagga B.O,132116,KARNAL,HARYANA,29.7615248999999,76.8418246
Dikadla B.O,132122,PANIPAT,HARYANA,29.2301027,77.070837
Karad B.O,132107,PANIPAT,HARYANA,29.3029774,76.8194767
Urlana Kalan B.O,132107,PANIPAT,HARYANA,29.3447909,76.6912605
Joshi B.O,132113,PANIPAT,HARYANA,29.4097016,76.7538514
Qawi B.O,132113,PANIPAT,HARYANA,29.4391157,76.7913557999999
Dadola B.O,132108,PANIPAT,HARYANA,29.3423763,77.0298191999999
Pasina Kalan BO B.O,132108,PANIPAT,HARYANA,29.3105638999999,77.0163373
Risalu B.O,132104,PANIPAT,HARYANA,29.3629311,77.0102122
Jalalpur B.O,132104,PANIPAT,HARYANA,29.3625113,77.0823482
Kurar B.O,132104,PANIPAT,HARYANA,29.4060798,77.0830675999999
Rajkheri B.O,132104,PANIPAT,HARYANA,29.4057713,77.014704
Bursham B.O,132106,PANIPAT,HARYANA,29.3017623,76.946693
Dadlana B.O,132140,PANIPAT,HARYANA,29.4785703,76.9009191
Jattal B.O,132105,PANIPAT,HARYANA,29.3677476,76.921774
Bhadar B.O,132105,PANIPAT,HARYANA,29.329198,76.8893906999999
Bhodwal Majri B.O,132102,PANIPAT,HARYANA,29.195264,77.0139841
Jaurasi B.O,132101,PANIPAT,HARYANA,29.2445039,77.0445388999999
Machhrauli B.O,132101,PANIPAT,HARYANA,29.2853987,77.0089452
Namunda B.O,132101,PANIPAT,HARYANA,29.2417652,76.9427006
Hadwa B.O,126113,JIND,HARYANA,29.3052493,76.5596604
Kalwa B.O,126113,JIND,HARYANA,29.3441929,76.5155834
Anchra Kalan B.O,126112,JIND,HARYANA,29.2736943,76.6629289999999
Bhuslana Kalan B.O,126112,JIND,HARYANA,29.4102094,76.6181655
Didwara B.O,126112,JIND,HARYANA,29.4675973,76.7206652
Rojhla B.O,126112,JIND,HARYANA,29.3624374,76.60242
Butani B.O,126112,JIND,HARYANA,29.4102094,76.6181655
Dhigana B.O,126114,JIND,HARYANA,29.2240769,76.4418472999999
Gatauli B.O,126114,JIND,HARYANA,29.1890205,76.3781984
Kinana B.O,126114,JIND,HARYANA,29.2398312,76.3377963
Baroda B.O,126115,JIND,HARYANA,29.4391818,76.21025
Bhongra B.O,126115,JIND,HARYANA,29.4346546,76.1537373
Sudkain Kalan B.O,126115,JIND,HARYANA,29.5625614,76.2003448
Bikhiwala B.O,126152,JIND,HARYANA,29.5294636,76.01598
Jajanwala B.O,126152,JIND,HARYANA,29.4884962,75.9782539999999
Ardhana B.O,132039,KARNAL,HARYANA,29.4761771,76.5531580999999
Chochra B.O,132039,KARNAL,HARYANA,29.6321029,76.631163
Jalmana B.O,132039,KARNAL,HARYANA,29.5919716999999,76.7120063999999
Karsa Chor B.O,132039,KARNAL,HARYANA,29.627987,76.6744784
Rahra B.O,132039,KARNAL,HARYANA,29.6034384,76.5733862
Uplana B.O,132039,KARNAL,HARYANA,29.5931621,76.6816961999999
Bal Rangan B.O,132040,KARNAL,HARYANA,29.5506468,76.8101038
Chogawan B.O,132054,KARNAL,HARYANA,29.9346429,77.1815867
Dabkoli Kalan B.O,132054,KARNAL,HARYANA,29.808821,77.1330693
Kalsora B.O,132054,KARNAL,HARYANA,29.8655784,77.1442022
Barsat B.O,132114,KARNAL,HARYANA,29.5032464,77.0492503999999
Phurlak B.O,132114,KARNAL,HARYANA,29.5575655,76.9290151
S.P. Khalsa B.O,132114,KARNAL,HARYANA,29.6856929,76.9904825
Bibi Pur Jattan B.O,132041,KARNAL,HARYANA,29.8272279,77.0356125
Hanori B.O,132041,KARNAL,HARYANA,29.9472233,77.1003322999999
Pathera B.O,132041,KARNAL,HARYANA,29.8662899,77.0794705
Darar B.O,132041,KARNAL,HARYANA,29.7632492,77.0082254
Katleri B.O,132036,KARNAL,HARYANA,29.615757,76.8490328
Padha B.O,132036,KARNAL,HARYANA,29.5751169,76.7792913
Picholia B.O,132036,KARNAL,HARYANA,29.5988469,76.8648893
Nalipar B.O,132022,KARNAL,HARYANA,29.6840733,77.094792
Ghogripur B.O,132037,KARNAL,HARYANA,29.6465312,76.9418726
Uncha Samana B.O,132037,KARNAL,HARYANA,29.6202934,76.9965434
Phoosgarh B.O,132037,KARNAL,HARYANA,29.680888,77.0240613
Ranwar B.O,132037,KARNAL,HARYANA,29.6409006,77.0155275
Jamba B.O,132157,KARNAL,HARYANA,29.8585736,76.8108247999999
Bargat B.O,136156,KURUKSHETRA,HARYANA,30.0403119,76.9729472
Bhagwanpur B.O,136156,KURUKSHETRA,HARYANA,30.0543321999999,76.9571046
Dudhla B.O,136156,KURUKSHETRA,HARYANA,30.0548444,76.8987576
Sitamai B.O,132157,KARNAL,HARYANA,29.7837459999999,76.7628679
Arjheri B.O,132117,KARNAL,HARYANA,29.8979883,76.9412601
Bhadson B.O,132117,KARNAL,HARYANA,29.9204714,76.9671865
Sandhir B.O,132117,KARNAL,HARYANA,29.8430464,76.9743873
Mehmal B.O,132024,KARNAL,HARYANA,29.7210862,76.6881918
Singhra B.O,132024,KARNAL,HARYANA,29.7059806,76.7985669
Subri B.O,132023,KARNAL,HARYANA,29.6907828,77.0593246
A.K.G.V.Mormajra B.O,132046,KARNAL,HARYANA,29.4701611,76.7884713
Kuruk Jagir B.O,132116,KARNAL,HARYANA,29.7615507,76.9412601
Nariana B.O,132116,KARNAL,HARYANA,29.7615507,76.9412601
Ramana Ramani B.O,132116,KARNAL,HARYANA,29.7992853,76.8216396
Shamgarh B.O,132116,KARNAL,HARYANA,29.7730868,76.9571046
Karna Lake B.O,132116,KARNAL,HARYANA,29.7440608,76.9761874
Uchana B.O,132116,KARNAL,HARYANA,29.7402903,76.9703830999999
Khojkipur B.O,132122,PANIPAT,HARYANA,29.2645932,77.1183303999999
Bandh B.O,132107,PANIPAT,HARYANA,29.2455313,76.8584028
Buana Lakhu B.O,132107,PANIPAT,HARYANA,29.2244771,76.840383
Jondhan Kalan B.O,132107,PANIPAT,HARYANA,29.3021941,76.8502014
Seenk B.O,132107,PANIPAT,HARYANA,29.3142986,76.6557102
Allupur B.O,132113,PANIPAT,HARYANA,29.323873,76.7718838
Shera B.O,132113,PANIPAT,HARYANA,29.440441,76.8187557
Palri B.O,132145,PANIPAT,HARYANA,29.2650914,76.8973166
Diwana B.O,132108,PANIPAT,HARYANA,29.3162298,76.9743873
Siwaha B.O,132108,PANIPAT,HARYANA,29.3251934,77.0219019
Bapoli B.O,132104,PANIPAT,HARYANA,29.3599069,77.0575594
Sanauli Khurd B.O,132104,PANIPAT,HARYANA,29.387431,77.1183082
Binjhol B.O,132106,PANIPAT,HARYANA,29.3602994,76.944141
Gangoli B.O,126113,JIND,HARYANA,29.2997917,76.527146
Jamni B.O,126113,JIND,HARYANA,29.3759989,76.4924549999999
DHARAULI,126113,JIND,HARYANA,29.3158872,76.4895636999999
Bagru Kalan B.O,126112,JIND,HARYANA,29.2991954,76.6051665999999
Dharamgarh B.O,126112,JIND,HARYANA,29.4452484,76.6687038
Nimnabad B.O,126112,JIND,HARYANA,29.4102094,76.6181655
Silakheri B.O,126112,JIND,HARYANA,29.325508,76.2997908999999
Malar B.O,126112,JIND,HARYANA,29.3703369,76.5762756
Buana B.O,126114,JIND,HARYANA,29.2036579,76.3130712
Garhwali B.O,126114,JIND,HARYANA,29.1667559,76.3420206
Barsola B.O,126115,JIND,HARYANA,29.3913743,76.2290823
Budain B.O,126115,JIND,HARYANA,29.4242421,76.1493891
Kabarchha B.O,126115,JIND,HARYANA,29.549102,76.2145961
Kasun B.O,126115,JIND,HARYANA,29.4357978,76.2672939999999
Mohangarh B.O,126115,JIND,HARYANA,29.4183902,76.2930222999999
Uchana Khrud B.O,126115,JIND,HARYANA,29.4692106,76.1174987999999
Badanpur B.O,126152,JIND,HARYANA,29.5469152999999,76.0995035
Durjanpur B.O,126152,JIND,HARYANA,29.453384,76.0262053
Untla B.O,132105,PANIPAT,HARYANA,29.3931042,76.8511951999999
Shodapur B.O,132105,PANIPAT,HARYANA,29.4018388,76.926383
Karhans B.O,132101,PANIPAT,HARYANA,29.2749393,77.0079813
Kiwana B.O,132101,PANIPAT,HARYANA,29.2254813,76.9801476
Mardanheri B.O,132039,KARNAL,HARYANA,29.5256502,76.5777203
Chaura B.O,132114,KARNAL,HARYANA,29.5568863,77.0370162999999
Faridpur B.O,132114,KARNAL,HARYANA,29.4820134,77.0506896
Kohand B.O,132114,KARNAL,HARYANA,29.491854,76.9628658
Lalupura B.O,132114,KARNAL,HARYANA,29.5496572,77.0155663
Staundi B.O,132114,KARNAL,HARYANA,29.5791175,76.9095646999999
Khanpur B.O,132041,KARNAL,HARYANA,29.9337484,77.0547984
Khera B.O,132041,KARNAL,HARYANA,29.8882369,77.0828284999999
Kheri Bhutan B.O,132041,KARNAL,HARYANA,29.8955121,77.0017465
Kheri Man Singh B.O,132041,KARNAL,HARYANA,29.8231673,77.0008903
Bansa B.O,132036,KARNAL,HARYANA,29.6035641,76.8338952
Chirao B.O,132036,KARNAL,HARYANA,29.6751872,76.9167689
Jani B.O,132036,KARNAL,HARYANA,29.6193877,76.8994781
Asaoti BO,121102,PALWAL,HARYANA,28.2518461,77.3240623
